Epoch 1/50: Loss = 0.0217, MSE = 0.0217, MAE = 0.1124                                                                                                                     
Epoch 2/50: Loss = 0.0274, MSE = 0.0274, MAE = 0.1334                                                                                                                     
Epoch 3/50: Loss = 0.0138, MSE = 0.0138, MAE = 0.0914                                                                                                                     
Epoch 4/50: Loss = 0.0086, MSE = 0.0086, MAE = 0.0708                                                                                                                     
Epoch 5/50: Loss = 0.0070, MSE = 0.0070, MAE = 0.0638                                                                                                                     
Epoch 6/50: Loss = 0.0059, MSE = 0.0059, MAE = 0.0584                                                                                                                     
Epoch 7/50: Loss = 0.0046, MSE = 0.0046, MAE = 0.0519                                                                                                                     
Epoch 8/50: Loss = 0.0046, MSE = 0.0046, MAE = 0.0508                                                                                                                     
Epoch 9/50: Loss = 0.0036, MSE = 0.0036, MAE = 0.0453                                                                                                                     
Epoch 10/50: Loss = 0.0030, MSE = 0.0030, MAE = 0.0416                                                                                                                    
Epoch 11/50: Loss = 0.0029, MSE = 0.0029, MAE = 0.0403                                                                                                                    
Epoch 12/50: Loss = 0.0023, MSE = 0.0023, MAE = 0.0362                                                                                                                    
Epoch 13/50: Loss = 0.0023, MSE = 0.0023, MAE = 0.0353                                                                                                                    
Epoch 14/50: Loss = 0.0020, MSE = 0.0020, MAE = 0.0333                                                                                                                    
Epoch 15/50: Loss = 0.0027, MSE = 0.0027, MAE = 0.0364                                                                                                                    
Epoch 16/50: Loss = 0.0017, MSE = 0.0017, MAE = 0.0301                                                                                                                    
Epoch 17/50: Loss = 0.0016, MSE = 0.0016, MAE = 0.0291                                                                                                                    
Epoch 18/50: Loss = 0.0011, MSE = 0.0011, MAE = 0.0243                                                                                                                    
Epoch 19/50: Loss = 0.0012, MSE = 0.0012, MAE = 0.0255                                                                                                                    
Epoch 20/50: Loss = 0.0011, MSE = 0.0011, MAE = 0.0244                                                                                                                    
Epoch 21/50: Loss = 0.0010, MSE = 0.0010, MAE = 0.0232                                                                                                                    
Epoch 22/50: Loss = 0.0007, MSE = 0.0007, MAE = 0.0203                                                                                                                    
Epoch 23/50: Loss = 0.0012, MSE = 0.0012, MAE = 0.0235                                                                                                                    
Epoch 24/50: Loss = 0.0008, MSE = 0.0008, MAE = 0.0206                                                                                                                    
Epoch 25/50: Loss = 0.0007, MSE = 0.0007, MAE = 0.0194                                                                                                                    
Epoch 26/50: Loss = 0.0007, MSE = 0.0007, MAE = 0.0192                                                                                                                    
Epoch 27/50: Loss = 0.0008, MSE = 0.0008, MAE = 0.0195                                                                                                                    
Epoch 28/50: Loss = 0.0005, MSE = 0.0005, MAE = 0.0171                                                                                                                    
Epoch 29/50: Loss = 0.0007, MSE = 0.0007, MAE = 0.0191                                                                                                                    
Epoch 30/50: Loss = 0.0008, MSE = 0.0008, MAE = 0.0190                                                                                                                    
Epoch 31/50: Loss = 0.0004, MSE = 0.0004, MAE = 0.0150                                                                                                                    
Epoch 32/50: Loss = 0.0007, MSE = 0.0007, MAE = 0.0182                                                                                                                    
Epoch 33/50: Loss = 0.0005, MSE = 0.0005, MAE = 0.0158                                                                                                                    
Epoch 34/50: Loss = 0.0004, MSE = 0.0004, MAE = 0.0150                                                                                                                    
Epoch 35/50: Loss = 0.0005, MSE = 0.0005, MAE = 0.0163                                                                                                                    
Epoch 36/50: Loss = 0.0004, MSE = 0.0004, MAE = 0.0142                                                                                                                    
Epoch 37/50: Loss = 0.0005, MSE = 0.0005, MAE = 0.0155                                                                                                                    
Epoch 38/50: Loss = 0.0004, MSE = 0.0004, MAE = 0.0143                                                                                                                    
Epoch 39/50: Loss = 0.0006, MSE = 0.0006, MAE = 0.0162                                                                                                                    
Epoch 40/50: Loss = 0.0006, MSE = 0.0006, MAE = 0.0157                                                                                                                    
Epoch 41/50: Loss = 0.0003, MSE = 0.0003, MAE = 0.0132                                                                                                                    
Epoch 42/50: Loss = 0.0004, MSE = 0.0004, MAE = 0.0145                                                                                                                    
Epoch 43/50: Loss = 0.0003, MSE = 0.0003, MAE = 0.0130                                                                                                                    
Epoch 44/50: Loss = 0.0007, MSE = 0.0007, MAE = 0.0164                                                                                                                    
Epoch 45/50: Loss = 0.0003, MSE = 0.0003, MAE = 0.0129                                                                                                                    
Epoch 46/50: Loss = 0.0003, MSE = 0.0003, MAE = 0.0126                                                                                                                    
Epoch 47/50: Loss = 0.0004, MSE = 0.0004, MAE = 0.0133                                                                                                                    
Epoch 48/50: Loss = 0.0003, MSE = 0.0003, MAE = 0.0124                                                                                                                    
Epoch 49/50: Loss = 0.0003, MSE = 0.0003, MAE = 0.0130                                                                                                                    
Epoch 50/50: Loss = 0.0004, MSE = 0.0004, MAE = 0.0138   
